event,sex,rank,time_s,wind,name,country,birthdate,place,location,date,age
100m,male,3016,10.09,-0.1,Davidson Ezinwa,NGR,1971-11-22,2,Lagos,1991-08-02,7193
100m,male,3016,10.09,2,Linford Christie,GBR,1960-04-02,1,Sheffield,1991-09-15,11488
100m,male,3016,10.09,1.9,Osmond Ezinwa,NGR,1971-11-22,1,Azusa,1992-03-14,7418
100m,male,3016,10.09,1.2,Henry Neal,USA,1970-10-18,2,Austin,1992-04-04,7839
100m,male,3016,10.09,0.3,Frank Fredericks,NAM,1967-10-02,1,Germiston,1992-04-24,8971
100m,male,3016,10.09,2,Olapade Adeniken,NGR,1969-08-19,1,Austin,1992-06-06,8327
100m,male,3016,10.09,1.7,Jason Livingston,GBR,1971-03-17,1,London,1992-06-13,7759
100m,male,3016,10.09,-0.1,Michael Marsh,USA,1967-08-04,1q3,New Orleans,1992-06-19,9086
100m,male,3016,10.09,-0.9,Leroy Burrell,USA,1967-02-21,1h4,New Orleans,1992-06-19,9250
100m,male,3016,10.09,-0.7,Dennis Mitchell,USA,1966-02-20,1,New Orleans,1992-06-20,9617
100m,male,3016,10.09,-0.7,Mark Witherspoon,USA,1963-09-03,2,New Orleans,1992-06-20,10518
100m,male,3016,10.09,-0.4,Linford Christie,GBR,1960-04-02,1,Birmingham,1992-06-27,11774
100m,male,3016,10.09,0.5,Bruny Surin,CAN,1967-07-12,4,Barcelona,1992-08-01,9152
100m,male,3016,10.09,0.5,Dennis Mitchell,USA,1966-02-20,1,Torino,1992-09-04,9693
100m,male,3016,10.09,1.9,Iván García,CUB,1972-02-29,1,Ciudad de México,1993-05-08,7739
100m,male,3016,10.09,1.7,Michael Green,JAM,1970-11-07,1,New Orleans,1993-06-05,8246
100m,male,3016,10.09,0.6,Michael Green,JAM,1970-11-07,1,Kingston,1993-07-02,8273
100m,male,3016,10.09,0.5,Andre Cason,USA,1969-01-20,1h5,Stuttgart,1993-08-14,8972
100m,male,3016,10.09,0.6,Davidson Ezinwa,NGR,1971-11-22,1,Jena,1994-06-03,8229
100m,male,3016,10.09,0.1,Linford Christie,GBR,1960-04-02,1,Nürnberg,1994-06-08,12485
100m,male,3016,10.09,2,Michael Johnson,USA,1967-09-13,2h3,Knoxville,1994-06-15,9772
100m,male,3016,10.09,1.2,Daniel Effiong,NGR,1972-06-17,6r3,Lausanne,1994-07-06,8054
100m,male,3016,10.09,1.7,Olapade Adeniken,NGR,1969-08-19,1h2,Oslo,1994-07-22,9103
100m,male,3016,10.09,0.6,Tim Harden,USA,1974-01-27,1,Tuscaloosa,1995-05-21,7784
100m,male,3016,10.09,0.9,Vitaliy Savin,KAZ,1966-01-23,1r1,Almaty,1995-07-14,10764
100m,male,3016,10.09,0.2,Linford Christie,GBR,1960-04-02,1h3,Zürich,1995-08-16,12919
100m,male,3016,10.09,-1,Donovan Bailey,CAN,1967-12-16,2,Zürich,1995-08-16,10105
100m,male,3016,10.09,-0.7,Bruny Surin,CAN,1967-07-12,1,Linz,1995-08-22,10268
100m,male,3016,10.09,0.6,Donovan Bailey,CAN,1967-12-16,3,Tokyo,1995-09-15,10135
100m,male,3016,10.09,-0.8,Frank Fredericks,NAM,1967-10-02,1,Osaka,1996-05-11,10449
100m,male,3016,10.09,1.2,Sergey Osovich,UKR,1973-12-16,1,Kiev,1996-06-07,8209
100m,male,3016,10.09,0,Donovan Bailey,CAN,1967-12-16,2,Nürnberg,1996-06-07,10401
100m,male,3016,10.09,-0.1,Tim Montgomery,USA,1975-01-28,4s2,Atlanta,1996-06-15,7809
100m,male,3016,10.09,-0.1,Brian Lewis,USA,1974-12-05,5s2,Atlanta,1996-06-15,7863
100m,male,3016,10.09,0.7,Ato Boldon,TTO,1973-12-30,5,Paris,1996-06-28,8216
100m,male,3016,10.09,0.3,Jon Drummond,USA,1968-09-09,2r1,Stockholm,1996-07-08,10164
100m,male,3016,10.09,0.3,Donovan Bailey,CAN,1967-12-16,3r1,Stockholm,1996-07-08,10432
100m,male,3016,10.09,-0.2,Dennis Mitchell,USA,1966-02-20,1q4,Atlanta,1996-07-26,11114
100m,male,3016,10.09,-0.2,Ato Boldon,TTO,1973-12-30,2,Monaco,1996-08-10,8259
100m,male,3016,10.09,0.6,Osmond Ezinwa,NGR,1971-11-22,3,Linz,1996-08-21,9039
100m,male,3016,10.09,0.4,Donovan Bailey,CAN,1967-12-16,2,Bruxelles,1996-08-23,10478
100m,male,3016,10.09,-0.4,Michael Green,JAM,1970-11-07,2r1,Berlin,1996-08-30,9428
100m,male,3016,10.09,0.6,Jon Drummond,USA,1968-09-09,1,Modesto,1997-05-10,10470
100m,male,3016,10.09,1.1,Obadele Thompson,BAR,1976-03-30,2,San Diego,1997-05-23,7724
100m,male,3016,10.09,-0.6,Frank Fredericks,NAM,1967-10-02,1,Saint-Denis,1997-06-02,10836
100m,male,3016,10.09,0.2,Leroy Burrell,USA,1967-02-21,6,Indianapolis,1997-06-13,11070
100m,male,3016,10.09,-0.4,Tim Montgomery,USA,1975-01-28,2,Helsinki,1997-06-18,8177
100m,male,3016,10.09,2,Vincent Henderson,USA,1972-10-20,1h2,Oslo,1997-07-04,9023
100m,male,3016,10.09,0.4,Osmond Ezinwa,NGR,1971-11-22,1,Bellinzona,1997-08-18,9401
100m,male,3016,10.09,-0.6,Tim Harden,USA,1974-01-27,1,Linz,1998-07-05,8925
100m,male,3016,10.09,-0.5,Jon Drummond,USA,1968-09-09,2h1,Stockholm,1998-08-05,10922
100m,male,3016,10.09,-0.9,Obadele Thompson,BAR,1976-03-30,2h1,Zürich,1998-08-12,8170
100m,male,3016,10.09,-1.1,Francis Obikwelu,NGR,1978-11-22,2h2,Zürich,1998-08-12,7203
100m,male,3016,10.09,0,Seun Ogunkoya,NGR,1977-12-28,1s1,Dakar,1998-08-18,7538
100m,male,3016,10.09,1.4,Seun Ogunkoya,NGR,1977-12-28,1,Rieti,1998-08-30,7550
100m,male,3016,10.09,0.2,Obadele Thompson,BAR,1976-03-30,1q3,Kuala Lumpur,1998-09-16,8205
100m,male,3016,10.09,1.7,Gerald Williams,USA,1978-02-24,1,Walnut,1999-05-08,7743
100m,male,3016,10.09,-0.1,Tim Montgomery,USA,1975-01-28,3r2,Athínai,1999-06-16,8905
100m,male,3016,10.09,0.7,Eric Nkansah,GHA,1974-12-12,1,Steinbach,1999-07-25,8991
100m,male,3016,10.09,0.6,Curtis Johnson,USA,1973-12-24,4,Stockholm,1999-07-30,9349
100m,male,3016,10.09,-0.7,Frank Fredericks,NAM,1967-10-02,4,Zürich,1999-08-11,11636
100m,male,3016,10.09,-0.4,Frank Fredericks,NAM,1967-10-02,1q4,Sevilla,1999-08-21,11646
100m,male,3016,10.09,-0.7,Dwain Chambers,GBR,1978-04-05,2s1,Sevilla,1999-08-22,7809
100m,male,3016,10.09,1.1,Eric Nkansah,GHA,1974-12-12,1h2,Leverkusen,1999-09-05,9033
100m,male,3016,10.09,1.4,Dennis Mitchell,USA,1966-02-20,2r1,Haniá,2000-06-14,12533
100m,male,3016,10.09,1,Jason Gardener,GBR,1975-09-18,3rA,Lausanne,2000-07-05,9057
100m,male,3016,10.09,-1.7,Brian Lewis,USA,1974-12-05,4,Sacramento,2000-07-15,9354
100m,male,3016,10.09,1,Llewelyn Bredwood,JAM,1976-04-30,2s1,Kingston,2000-07-21,8848
100m,male,3016,10.09,0.4,Ato Boldon,TTO,1973-12-30,1h2,Stockholm,2000-08-01,9711
100m,male,3016,10.09,0.7,Obadele Thompson,BAR,1976-03-30,3rA,Linz,2000-08-08,8897
100m,male,3016,10.09,-1.6,Maurice Greene,USA,1974-07-23,1h2,Zürich,2000-08-11,9516
100m,male,3016,10.09,0.4,Tim Montgomery,USA,1975-01-28,1,Leverkusen,2000-08-20,9336
100m,male,3016,10.09,-0.3,Jon Drummond,USA,1968-09-09,5,Sydney,2000-09-23,11702
100m,male,3016,10.09,1.1,Shawn Crawford,USA,1978-01-14,1h1,Eugene,2001-06-21,8559
100m,male,3016,10.09,0.6,Ato Boldon,TTO,1973-12-30,1,Stockholm,2001-07-17,10061
100m,male,3016,10.09,0.5,Jon Drummond,USA,1968-09-09,2,Monaco,2001-07-20,12002
100m,male,3016,10.09,0.2,Dwain Chambers,GBR,1978-04-05,1,Zürich,2001-08-17,8535
100m,male,3016,10.09,1.6,Brian Lewis,USA,1974-12-05,1,Fort-de-France,2002-04-27,10005
100m,male,3016,10.09,1.4,Greg Saddler,USA,1974-06-29,1,Saint-Martin,2002-05-04,10171
100m,male,3016,10.09,0.5,Francis Obikwelu,POR,1978-11-22,2,Cayenne,2002-05-04,8564
100m,male,3016,10.09,1.4,Shawn Crawford,USA,1978-01-14,3,Portland,2002-05-18,8890
100m,male,3016,10.09,0.9,Jon Drummond,USA,1968-09-09,1s1,Palo Alto,2002-06-21,12338
100m,male,3016,10.09,-0.3,Francis Obikwelu,POR,1978-11-22,1rA,Lausanne,2002-07-02,8623
100m,male,3016,10.09,0,Coby Miller,USA,1976-10-19,1,Roma,2002-07-12,9397
100m,male,3016,10.09,-0.6,Darrel Brown,TTO,1984-10-11,1,Kingston,2002-07-17,6488
100m,male,3016,10.09,0.3,Uchenna Emedolu,NGR,1976-09-17,4h1,Zürich,2002-08-16,9464
100m,male,3016,10.09,-0.3,Francis Obikwelu,POR,1978-11-22,3,Madrid,2002-09-20,8703
100m,male,3016,10.09,1.2,Matthew Shirvington,AUS,1978-10-25,1,Gold Coast,2003-04-12,8935
100m,male,3016,10.09,0,Kim Collins,SKN,1976-04-05,2rA,Ostrava,2003-06-12,9929
100m,male,3016,10.09,1,Rae Edwards,USA,1981-05-07,1h4,Palo Alto,2003-06-19,8078
100m,male,3016,10.09,0.3,Justin Gatlin,USA,1982-02-10,1rB,Roma,2003-07-11,7821
100m,male,3016,10.09,-0.3,Maurice Greene,USA,1974-07-23,3rA,Roma,2003-07-11,10580
100m,male,3016,10.09,0.9,Darren Campbell,GBR,1973-09-12,2h1,London,2003-08-08,10922
100m,male,3016,10.09,0.9,Abdul Aziz Zakari,GHA,1976-09-02,3h1,London,2003-08-08,9836
100m,male,3016,10.09,0.5,Asafa Powell,JAM,1982-11-23,1rA,Malmö,2003-08-12,7567
100m,male,3016,10.09,1.5,Abdul Aziz Zakari,GHA,1976-09-02,4rB,Zürich,2003-08-15,9843
100m,male,3016,10.09,-0.6,Julien Dunkley,JAM,1975-12-20,1rA,La Chaux-de-Fonds,2003-08-17,10102
100m,male,3016,10.09,0.7,Ato Boldon,TTO,1973-12-30,1q2,Saint-Denis,2003-08-24,10829
100m,male,3016,10.09,0.9,Kim Collins,SKN,1976-04-05,2h9,Saint-Denis,2003-08-24,10002
100m,male,3016,10.09,0.8,Justin Gatlin,USA,1982-02-10,2,Bruxelles,2003-09-05,7877
100m,male,3016,10.09,2,Christie van Wyk,NAM,1977-10-12,1,Abilene,2004-05-20,9717
100m,male,3016,10.09,1.5,Nobuharu Asahara,JPN,1972-06-21,1h1,Tottori,2004-06-06,11673
100m,male,3016,10.09,1.5,Joshua Norman,USA,1980-07-26,1,San Diego,2004-06-17,8727
100m,male,3016,10.09,-0.6,Ato Boldon,TTO,1973-12-30,1,Port of Spain,2004-06-19,11129
100m,male,3016,10.09,0.3,Adekotunbo Olusoji Fasuba,NGR,1984-07-09,1s1,Abuja,2004-07-08,7304
100m,male,3016,10.09,0.8,Marcus Brunson,USA,1978-04-24,1h3,Leverkusen,2004-08-01,9596
100m,male,3016,10.09,0.1,Francis Obikwelu,POR,1978-11-22,1h5,Athínai,2004-08-21,9404
100m,male,3016,10.09,-1.6,Justin Gatlin,USA,1982-02-10,2s1,Athínai,2004-08-22,8229
100m,male,3016,10.09,0.2,Kim Collins,SKN,1976-04-05,4,Bruxelles,2004-09-03,10378
100m,male,3016,10.09,1.4,Ronald Pognon,FRA,1982-11-16,2,Fort-de-France,2005-04-30,8201
100m,male,3016,10.09,-1.5,Adekotunbo Olusoji Fasuba,NGR,1984-07-09,1,Nairobi,2005-05-07,7607
100m,male,3016,10.09,1.8,Michael Frater,JAM,1982-10-06,3,Kingston,2005-05-07,8249
100m,male,3016,10.09,1.8,Joshua J. Johnson,USA,1976-05-10,1,Rio de Janeiro,2005-05-15,10597
100m,male,3016,10.09,1,Rae Edwards,USA,1981-05-07,4s1,Carson,2005-06-25,8815
100m,male,3016,10.09,0.5,Jason Gardener,GBR,1975-09-18,2h2,London,2005-07-22,10900
100m,male,3016,10.09,0.5,Michael Frater,JAM,1982-10-06,2s1,Helsinki,2005-08-07,8341
100m,male,3016,10.09,0.4,Dwight Thomas,JAM,1980-09-23,5,Helsinki,2005-08-07,9084
100m,male,3016,10.09,0.5,Jason Gardener,GBR,1975-09-18,2,Linz,2005-08-23,10932
100m,male,3016,10.09,0.5,Jason Gardener,GBR,1975-09-18,3,Rieti,2005-08-28,10937
100m,male,3016,10.09,0.6,Jason Gardener,GBR,1975-09-18,3rA,Berlin,2005-09-04,10944
100m,male,3016,10.09,-0.6,Francis Obikwelu,POR,1978-11-22,6,Monaco,2005-09-10,9789
100m,male,3016,10.09,-0.4,Leonard Scott,USA,1980-01-19,2,Shanghai,2005-09-17,9373
100m,male,3016,10.09,1.7,Shawn Crawford,USA,1978-01-14,2,Ad-Dawhah,2006-05-12,10345
100m,male,3016,10.09,-0.5,Xavier Carter,USA,1985-12-08,1,Sacramento,2006-06-10,7489
100m,male,3016,10.09,0,Adekotunbo Olusoji Fasuba,NGR,1984-07-09,2rA,Lausanne,2006-07-11,8037
100m,male,3016,10.09,0,Michael Frater,JAM,1982-10-06,3rA,Lausanne,2006-07-11,8679
100m,male,3016,10.09,0.2,Marcus Brunson,USA,1978-04-24,3rA,Stockholm,2006-07-25,10319
100m,male,3016,10.09,-0.6,Francis Obikwelu,POR,1978-11-22,4,London,2006-07-28,10110
100m,male,3016,10.09,1.1,Francis Obikwelu,POR,1978-11-22,2,Athínai,2006-09-16,10160
100m,male,3016,10.09,0.4,Leonard Scott,USA,1980-01-19,2rA,Shanghai,2006-09-23,9744
100m,male,3016,10.09,0.7,Churandy Martina,AHO,1984-07-03,1rA,Philadelphia,2007-04-28,8334
100m,male,3016,10.09,0,Travis Padgett,USA,1986-12-13,3,Sacramento,2007-06-08,7482
100m,male,3016,10.09,1.9,Rae Edwards,USA,1981-05-07,2h2,Indianapolis,2007-06-21,9541
100m,male,3016,10.09,-1.1,Leonard Scott,USA,1980-01-19,2s2,Indianapolis,2007-06-22,10016
100m,male,3016,10.09,-0.5,Walter Dix,USA,1986-01-31,3,Indianapolis,2007-06-22,7812
100m,male,3016,10.09,1.9,Richard Thompson,TTO,1985-06-07,1s1,Port of Spain,2007-06-23,8051
100m,male,3016,10.09,0.5,Marlon Devonish,GBR,1976-06-01,1h2,Athínai,2007-07-02,11353
100m,male,3016,10.09,0.3,Marlon Devonish,GBR,1976-06-01,2,Athínai,2007-07-02,11353
100m,male,3016,10.09,-0.1,Mark Jelks,USA,1984-04-10,2,Saint-Denis,2007-07-06,8487
100m,male,3016,10.09,-0.6,Tyson Gay,USA,1982-08-09,1h1,London,2007-08-03,9125
100m,male,3016,10.09,0.9,Ivory Williams,USA,1985-05-02,1,Baie-Mahault,2008-05-01,8400
100m,male,3016,10.09,0.5,Tyrone Edgar,GBR,1982-03-29,1r1,Génève,2008-05-31,9560
100m,male,3016,10.09,-0.9,Travis Padgett,USA,1986-12-13,1,Tallahassee,2008-05-31,7840
100m,male,3016,10.09,1.7,Michael Frater,JAM,1982-10-06,2s3,Kingston,2008-06-28,9397
100m,male,3016,10.09,1.6,Trindon Holliday,USA,1986-04-27,6q3,Eugene,2008-06-28,8098
100m,male,3016,10.09,1.6,J-Mee Samuels,USA,1987-05-20,7q1,Eugene,2008-06-28,7710
100m,male,3016,10.09,1.6,Shawn Crawford,USA,1978-01-14,7q3,Eugene,2008-06-28,11123
100m,male,3016,10.09,-2,Francis Obikwelu,POR,1978-11-22,1h1,Madrid,2008-07-05,10818
100m,male,3016,10.09,0.3,J-Mee Samuels,USA,1987-05-20,1,Toluca,2008-07-18,7730
100m,male,3016,10.09,-0.1,Michael Frater,JAM,1982-10-06,2q1,Beijing,2008-08-15,9445
100m,male,3016,10.09,0,Tyson Gay,USA,1982-08-09,2q2,Beijing,2008-08-15,9503
100m,male,3016,10.09,0.1,Francis Obikwelu,POR,1978-11-22,3q4,Beijing,2008-08-15,10859
100m,male,3016,10.09,-0.5,Richard Thompson,TTO,1985-06-07,3rA,Zürich,2008-08-29,8484
100m,male,3016,10.09,1.3,Alonso Edward,PAN,1989-12-08,2,Hutchinson,2009-05-23,7106
100m,male,3016,10.09,-0.1,Simeon Williamson,GBR,1986-01-16,3,Hengelo,2009-06-01,8537
100m,male,3016,10.09,0.9,James Dasaolu,GBR,1987-09-05,1,Génève,2009-06-06,7945
100m,male,3016,10.09,1.7,Richard Thompson,TTO,1985-06-07,5r2,Eugene,2009-06-07,8766
100m,male,3016,10.09,1.3,Brendan Christian,ANT,1983-12-11,1rA,Nivelles,2009-06-27,9330
100m,male,3016,10.09,1.8,Naoki Tsukahara,JPN,1985-05-10,1h1,Hiroshima,2009-06-27,8814
100m,male,3016,10.09,0.4,Michael Frater,JAM,1982-10-06,7,Roma,2009-07-10,9774
100m,male,3016,10.09,-0.6,Travis Padgett,USA,1986-12-13,1r1,Athínai,2009-07-13,8248
100m,male,3016,10.09,1.1,Tyrone Edgar,GBR,1982-03-29,3r2,Réthymno,2009-07-20,9975
100m,male,3016,10.09,1.9,Gibrilla Pato Bangura,SLE,1985-05-10,1h4,Loughborough,2009-07-29,8846
100m,male,3016,10.09,0.1,Michael Frater,JAM,1982-10-06,2q4,Berlin,2009-08-15,9810
100m,male,3016,10.09,-0.4,Mike Rodgers,USA,1985-04-24,4,Bruxelles,2009-09-04,8899
100m,male,3016,10.09,-0.2,Mike Rodgers,USA,1985-04-24,4,Thessaloníki,2009-09-12,8907
100m,male,3016,10.09,1.6,Ryan Bailey,USA,1989-04-13,2r1,El Paso,2010-04-10,7667
100m,male,3016,10.09,1,Christophe Lemaitre,FRA,1990-06-11,1,Aix-les-Bains,2010-05-01,7264
100m,male,3016,10.09,-0.9,Nesta Carter,JAM,1985-11-10,1,Kingston,2010-05-01,8938
100m,male,3016,10.09,1.2,Trell Kimmons,USA,1985-07-13,2h2,Oslo,2010-06-04,9092
100m,male,3016,10.09,1.7,Jaysuma Saidy Ndure,NOR,1984-01-01,3h1,Oslo,2010-06-04,9651
100m,male,3016,10.09,1.2,Martial Mbandjock,FRA,1985-10-14,3h2,Oslo,2010-06-04,8999
100m,male,3016,10.09,0.6,Christophe Lemaitre,FRA,1990-06-11,2,Roma,2010-06-10,7304
100m,male,3016,10.09,0.6,Martial Mbandjock,FRA,1985-10-14,3,Roma,2010-06-10,9005
100m,male,3016,10.09,0.8,Mario Forsythe,JAM,1985-10-30,1rA,Naimette-Xhovémont,2010-07-13,9022
100m,male,3016,10.09,-0.3,Christophe Lemaitre,FRA,1990-06-11,5,Saint-Denis,2010-07-16,7340
100m,male,3016,10.09,-0.3,Churandy Martina,AHO,1984-07-03,6,Saint-Denis,2010-07-16,9509
100m,male,3016,10.09,1,Mike Rodgers,USA,1985-04-24,4r2,Nottwil,2010-08-08,9237
100m,male,3016,10.09,0.1,Daniel Bailey,ANT,1986-09-09,4,Bruxelles,2010-08-27,8753
100m,male,3016,10.09,1.1,Daniel Bailey,ANT,1986-09-09,4h2,Rieti,2010-08-29,8755
100m,male,3016,10.09,0.9,Justin Gatlin,USA,1982-02-10,2rA,Rovereto,2010-08-31,10429
100m,male,3016,10.09,1.4,Jacques Harvey,JAM,1989-04-05,1rB,Kingston,2011-05-07,8067
100m,male,3016,10.09,0.3,Jaysuma Saidy Ndure,NOR,1984-01-01,3,Daegu,2011-05-12,9993
100m,male,3016,10.09,0,Keston Bledman,TTO,1988-03-08,3r3,Ponce,2011-05-14,8467
100m,male,3016,10.09,0.8,Aziz Ouhadi,MAR,1984-07-24,1r1,Dakar,2011-05-28,9804
100m,male,3016,10.09,-0.2,Kim Collins,SKN,1976-04-05,4rA,Ostrava,2011-05-31,12839
100m,male,3016,10.09,0.9,Dwain Chambers,GBR,1978-04-05,4,Montreuil-sous-Bois,2011-06-07,12116
100m,male,3016,10.09,1.5,Rakieem Salaam,USA,1990-04-05,1h3,Eugene,2011-06-23,7749
100m,male,3016,10.09,1.4,Darvis Patton,USA,1977-12-04,2s1,Eugene,2011-06-24,12255
100m,male,3016,10.09,-1.8,Yohan Blake,JAM,1989-12-26,2,Kingston,2011-06-24,7850
100m,male,3016,10.09,1.3,Darvis Patton,USA,1977-12-04,6,Eugene,2011-06-24,12255
100m,male,3016,10.09,-0.3,Keston Bledman,TTO,1988-03-08,3,Reims,2011-07-05,8519
100m,male,3016,10.09,1.2,Michael Frater,JAM,1982-10-06,1h1,Birmingham,2011-07-10,10504
100m,male,3016,10.09,1,Richard Thompson,TTO,1985-06-07,3h2,Birmingham,2011-07-10,9529
100m,male,3016,10.09,1,Keston Bledman,TTO,1988-03-08,4h2,Birmingham,2011-07-10,8524
100m,male,3016,10.09,1.9,Christophe Lemaitre,FRA,1990-06-11,1h1,Albi,2011-07-29,7718
100m,male,3016,10.09,1.2,Dwain Chambers,GBR,1978-04-05,1,Birmingham,2011-07-30,12169
100m,male,3016,10.09,0,Richard Thompson,TTO,1985-06-07,2h2,London,2011-08-05,9555
100m,male,3016,10.09,1,Marc Burns,TTO,1983-01-07,4,Port of Spain,2011-08-13,10445
100m,male,3016,10.09,-1.4,Kim Collins,SKN,1976-04-05,3,Daegu,2011-08-28,12928
100m,male,3016,10.09,-0.8,Lerone Clarke,JAM,1981-10-02,1r2,Zürich,2011-09-08,10933
100m,male,3016,10.09,0,Kim Collins,SKN,1976-04-05,5r3,Zürich,2011-09-08,12939
100m,male,3016,10.09,0.8,Michael Frater,JAM,1982-10-06,3,Dubnica nad Váhom,2011-09-15,10571
100m,male,3016,10.09,0.1,Nickel Ashmeade,JAM,1990-04-07,1r1,Coral Gables,2012-04-14,8043
100m,male,3016,10.09,1,Keenan Brock,USA,1992-01-06,3,Auburn,2012-04-21,7411
100m,male,3016,10.09,1,Kemar Bailey-Cole,JAM,1992-01-10,1rB,Kingston,2012-05-05,7421
100m,male,3016,10.09,1.8,Darvis Patton,USA,1977-12-04,4rA,Kingston,2012-05-05,12571
100m,male,3016,10.09,1.3,Marcus Rowland,USA,1990-03-11,3h3,Des Moines,2012-06-06,8123
100m,male,3016,10.09,1.4,Isiah Young,USA,1990-01-05,4h2,Des Moines,2012-06-06,8188
100m,male,3016,10.09,-0.4,Derrick Atkins,BAH,1984-01-05,1rA,Clermont,2012-06-09,10383
100m,male,3016,10.09,0.7,Richard Thompson,TTO,1985-06-07,4rA,New York City,2012-06-09,9864
100m,male,3016,10.09,1.7,Kim Collins,SKN,1976-04-05,1,Basseterre,2012-06-10,13215
100m,male,3016,10.09,1.3,Michael Frater,JAM,1982-10-06,1h4,Kingston,2012-06-28,10858
100m,male,3016,10.09,-0.7,Christophe Lemaitre,FRA,1990-06-11,1,Helsinki,2012-06-28,8053
100m,male,3016,10.09,-1.2,Ryan Bailey,USA,1989-04-13,2,London,2012-07-13,8492
100m,male,3016,10.09,1,Calesio Newman,USA,1986-08-20,2rB,Luzern,2012-07-17,9463
100m,male,3016,10.09,1.9,Michael Frater,JAM,1982-10-06,1rA,Szczecin,2012-07-21,10881
100m,male,3016,10.09,0.7,Julian Reus,GER,1988-04-29,1r2,Weinheim,2012-07-27,8855
100m,male,3016,10.09,0.4,Usain Bolt,JAM,1986-08-21,1h4,London,2012-08-04,9480
100m,male,3016,10.09,1.5,Justyn Warner,CAN,1987-06-28,3h3,London,2012-08-04,9169
100m,male,3016,10.09,1.7,Justyn Warner,CAN,1987-06-28,5s3,London,2012-08-05,9170
100m,male,3016,10.09,0.7,Nesta Carter,JAM,1985-11-10,1,Padova,2012-09-02,9793
100m,male,3016,10.09,-0.3,Kim Collins,SKN,1976-04-05,2,Rieti,2012-09-09,13306
100m,male,3016,10.09,-2,Darvis Patton,USA,1977-12-04,1rA,Nassau,2013-04-13,12914
100m,male,3016,10.09,1.2,Isiah Young,USA,1990-01-05,1,Oxford MS,2013-04-20,8506
100m,male,3016,10.09,0.3,Usain Bolt,JAM,1986-08-21,1,Georgetown,2013-05-08,9757
100m,male,3016,10.09,0.3,Kemar Bailey-Cole,JAM,1992-01-10,2,Georgetown,2013-05-08,7789
100m,male,3016,10.09,0.1,Zhang Peimeng,CHN,1987-03-13,5,Beijing,2013-05-21,9566
100m,male,3016,10.09,2,Alex Quiñonez,ECU,1989-08-11,1rA,Medellín,2013-05-25,8688
100m,male,3016,10.09,1.4,Rakieem Salaam,USA,1990-04-05,1rA,Velenje,2013-06-04,8461
100m,male,3016,10.09,0.8,Jacques Harvey,JAM,1989-04-05,1rA,Kortrijk,2013-07-14,8866
100m,male,3016,10.09,1.8,Marvin Bracy,USA,1993-12-15,1,Lapinlahti,2013-07-21,7158
100m,male,3016,10.09,1.1,Keston Bledman,TTO,1988-03-08,1,Kuortane,2013-08-03,9279
100m,male,3016,10.09,0.1,Churandy Martina,NED,1984-07-03,4s3,Moskva,2013-08-11,10631
100m,male,3016,10.09,0.7,Dwain Chambers,GBR,1978-04-05,2,Rieti,2013-09-08,12940
100m,male,3016,10.09,0.1,Trayvon Bromell,USA,1995-07-10,1h2,Lubbock,2014-05-17,6886
100m,male,3016,10.09,-1.9,Nesta Carter,JAM,1985-11-10,1,New York City,2014-06-14,10443
100m,male,3016,10.09,0.5,Rondel Sorrillo,TTO,1986-01-21,1s1,Port of Spain,2014-06-21,10378
100m,male,3016,10.09,0.3,Andrew Fisher,JAM,1991-12-15,1h3,Kingston,2014-06-26,8229
100m,male,3016,10.09,-2.1,Mike Rodgers,USA,1985-04-24,1,Sacramento,2014-06-27,10656
100m,male,3016,10.09,0.3,Richard Thompson,TTO,1985-06-07,6rA,Glasgow,2014-07-11,10626
100m,male,3016,10.09,1.5,Kemarley Brown,JAM,1992-07-20,1rA,Sundsvall,2014-07-20,8035
100m,male,3016,10.09,2,Keston Bledman,TTO,1988-03-08,2,Stockholm,2014-08-21,9662
100m,male,3016,10.09,0.9,Akani Simbine,RSA,1993-09-21,1,Potchefstroom,2015-03-24,7854
100m,male,3016,10.09,0.3,Beejay Lee,USA,1993-03-05,1r3,Gainesville,2015-04-03,8064
100m,male,3016,10.09,-0.3,Akani Simbine,RSA,1993-09-21,1,Stellenbosch,2015-04-24,7885
100m,male,3016,10.09,1,Kendal Williams,USA,1995-09-23,1rA,Austin,2015-05-02,7161
100m,male,3016,10.09,-0.1,Wilfried Koffi,CIV,1989-09-24,1,Kawasaki,2015-05-10,9359
100m,male,3016,10.09,-0.1,Kei Takase,JPN,1988-11-25,2,Kawasaki,2015-05-10,9662
100m,male,3016,10.09,1.3,Trayvon Bromell,USA,1995-07-10,1h3,Ames,2015-05-16,7250
100m,male,3016,10.09,0.6,Richard Kilty,GBR,1989-09-01,1,Gavardo,2015-05-17,9389
100m,male,3016,10.09,-0.3,Chijindu Ujah,GBR,1994-03-05,1,Hengelo,2015-05-24,7750
100m,male,3016,10.09,1,Nesta Carter,JAM,1985-11-10,3h2,Birmingham,2015-06-07,10801
100m,male,3016,10.09,1.9,Jimmy Vicaut,FRA,1992-02-27,4h1,Birmingham,2015-06-07,8501
100m,male,3016,10.09,0.9,Quentin Butler,USA,1992-09-18,3h2,Eugene,2015-06-10,8300
100m,male,3016,10.09,1.4,Clayton Vaughn,USA,1992-05-15,3h3,Eugene,2015-06-10,8426
100m,male,3016,10.09,0.3,Keston Bledman,TTO,1988-03-08,1s2,Port of Spain,2015-06-27,9972
